head,relation,tail
2579,0,3820
2377,1,2911
125,3,6380
2579,0,4098
2151,1,2856
2579,0,5763
1001,0,3264
2028,0,7404
336,3,6434
613,3,6673
195,3,6850
1194,1,3088
6299,4,7109
446,3,6169
963,0,3264
619,3,6485
2231,1,3105
1494,1,2979
417,3,6597
150,3,6712
1725,0,7237
242,3,6649
2579,0,3735
507,3,6351
2027,1,2891
640,3,6813
2880,2,480
532,3,6598
2853,2,400
2579,0,5377
175,3,6453
379,3,6551
388,3,6746
2848,2,294
178,3,6714
182,3,6319
2258,1,3092
497,3,6251
235,3,6196
1878,1,2880
2170,1,2856
417,3,6634
2939,2,195
131,3,6285
296,3,6460
2579,0,3710
2579,0,4199
457,3,6601
6898,4,6037
1068,0,7206
2579,0,4319
356,3,6888
984,1,2709
2986,2,205
682,1,2856
2579,0,4823
2896,2,625
2579,0,5882
6632,4,54
2514,0,3124
6423,4,3228
6794,4,7108
1228,0,78
351,3,6552
6646,4,3228
622,3,6464
743,1,3092
792,1,3061
6899,4,6016
2579,0,5376
584,3,6271
2865,2,409
6710,4,6016
2898,2,539
216,3,6941
2847,2,230
106,3,6817
570,3,6632
523,3,6698
1881,0,5983
131,3,6649
6186,4,3183
1674,0,7317
6509,4,5917
3037,2,639
756,1,3105
2579,0,3654
2579,0,4605
272,3,6766
2579,0,5107
265,3,6796
415,3,6598
1047,1,2848
6572,4,3162
1415,1,2894
6917,4,3362
2579,0,4512
1897,1,2880
2722,2,610
541,3,6439
391,3,6552
2741,2,393
359,3,6169
513,3,6182
2579,0,4455
2579,0,4863
584,3,6358
1122,1,2871
6507,4,5917
2579,0,4022
376,3,6534
766,1,3055
2579,0,4849
567,3,6601
2579,0,4505
416,3,6734
2579,0,3414
1193,0,3265
618,3,6533
3046,2,636
359,3,6234
403,3,6488
6705,4,5941
3071,2,197
3001,2,209
2579,0,5371
584,3,6263
2848,2,221
2579,0,4476
2579,0,5513
6753,4,3228
2377,1,2916
801,0,7079
2412,0,7466
1732,0,7316
249,3,6439
2579,0,4801
255,3,6554
1403,1,3000
190,3,6286
2579,0,5108
132,3,6286
451,3,6238
2180,0,7138
6530,4,3228
2579,0,5626
486,3,6950
146,3,6598
2457,0,6071
2579,0,4272
650,3,6786
455,3,6597
1871,0,5950
6626,4,3362
112,3,6705
2579,0,4288
726,1,3092
2579,0,4377
400,3,6885
108,3,6795
714,1,3092
1342,1,2979
622,3,6507
1148,0,5902
2609,0,7303
2579,0,4892
287,3,6943
6222,4,37
244,3,6754
3002,2,269
184,3,6601
242,3,6479
308,3,6215
2579,0,5184
1538,1,2959
2579,0,4726
6537,4,3228
460,3,6551
2579,0,5280
2579,0,5598
634,3,6634
2579,0,4655
602,3,6508
259,3,6616
2579,0,4656
2579,0,5386
1712,0,3393
104,3,6609
1147,0,5904
3049,2,630
580,3,6594
333,3,6869
513,3,6898
339,3,6677
199,3,6172
2579,0,5031
2185,1,2907
2579,0,5245
1052,1,2912
2579,0,5306
483,3,6649
6650,4,6087
2579,0,3502
951,0,3289
1205,0,3265
920,0,7021
606,3,6697
476,3,6648
222,3,6764
618,3,6358
184,3,6509
2579,0,4436
2472,0,7164
2579,0,4528
201,3,6217
970,1,2713
2579,0,4356
2508,0,3123
264,3,6675
2579,0,4959
2477,1,3088
455,3,6586
3045,2,277
1243,1,2951
2848,2,321
467,3,6610
564,3,6505
390,3,6897
2582,1,3062
6274,4,3183
1719,0,6066
2579,0,3424
1481,0,7364
2728,2,213
2457,0,6075
892,1,2856
1489,1,2873
468,3,6866
2511,0,3124
473,3,6510
3055,2,349
1612,1,2979
380,3,6507
6352,4,6037
610,3,6519
2579,0,5436
399,3,6529
149,3,6408
6637,4,6139
2579,0,4615
586,3,6611
105,3,6922
2579,0,4744
2847,2,97
2401,1,3064
1347,1,2871
257,3,6810
1841,1,2873
3034,2,260
1542,1,3087
2589,1,3004
2579,0,4830
2579,0,5502
1009,1,3046
634,3,6358
259,3,6490
1322,1,3064
503,3,6918
578,3,6420
2895,2,493
622,3,6607
486,3,6808
2944,2,596
538,3,6355
6873,4,47
248,3,6971
1052,0,7498
579,3,6462
463,3,6574
2579,0,5712
518,3,6803
2097,1,2883
1902,0,5963
1490,0,7364
2467,0,3150
2579,0,4440
2579,0,4293
1424,1,2880
1234,1,2939
618,3,6281
277,3,6764
1738,0,6111
108,3,6693
2579,0,5035
1345,0,6116
2870,2,584
2483,1,2882
222,3,6270
6633,4,6087
2884,2,399
156,3,6398
303,3,6967
1768,0,5986
541,3,6649
514,3,6551
2197,0,7215
458,3,6502
1161,1,2951
606,3,6494
1435,1,2880
975,1,2951
6773,4,6090
869,1,2979
1884,1,2880
2569,1,2842
6617,4,7108
504,3,6876
276,3,6578
183,3,6510
2579,0,4845
1397,1,2894
1705,0,5935
2465,1,2923
2579,0,3808
1729,1,3062
2191,1,3011
2579,0,4104
2579,0,4938
2138,1,3093
146,3,6952
254,3,6410
571,3,6345
6316,4,3228
2079,0,7346
254,3,6518
3038,2,103
784,0,7192
303,3,6266
959,0,3264
336,3,6548
261,3,6251
265,3,6576
1328,1,3087
580,3,6378
2579,0,4590
6701,4,7106
6571,4,6089
155,3,6893
6442,4,6037
2579,0,5297
2798,2,127
164,3,6192
1879,1,2880
3101,2,421
556,3,6312
2579,0,5879
2579,0,5726
2579,0,4657
2579,0,3494
1402,1,2880
2579,0,4185
717,1,3092
2579,0,5630
2375,1,2927
2141,1,2970
2169,1,2979
242,3,6285
276,3,6766
581,3,6823
1767,0,5986
474,3,6530
2133,1,2977
516,3,6254
2547,1,3040
1957,1,2916
489,3,6606
486,3,6624
1855,1,2880
2579,0,3836
185,3,6495
587,3,6890
382,3,6266
164,3,6263
844,0,7140
728,0,6128
744,1,3112
2352,1,3092
609,3,6690
3050,2,442
2551,0,7250
410,3,6795
2579,0,3675
3105,2,243
649,3,6422
2579,0,3887
2785,2,94
1629,0,6084
1074,0,7190
169,3,6195
1699,0,3366
135,3,6292
2579,0,4151
2264,0,3199
2579,0,4673
6171,4,71
104,3,6654
1721,1,3092
2849,2,218
382,3,6434
1103,1,3064
2615,0,7105
2579,0,5228
400,3,6879
339,3,6648
334,3,6865
584,3,6698
2579,0,4012
6571,4,6087
482,3,6937
2579,0,4927
2579,0,5533
2564,1,2842
6711,4,7108
513,3,6595
1002,1,2943
6505,4,48
382,3,6766
2579,0,3932
1374,0,7168
905,0,7054
2579,0,3613
6334,4,6086
192,3,6200
2848,2,309
417,3,6461
354,3,6833
960,0,3264
417,3,6238
234,3,6760
507,3,6835
2579,0,5157
2494,0,6078
409,3,6586
6954,4,21
2709,2,137
125,3,6675
411,3,6250
602,3,6510
519,3,6727
1248,0,72
6858,4,6030
2579,0,4544
404,3,6875
234,3,6666
1131,1,3049
104,3,6935
151,3,6454
678,1,3112
2579,0,5052
1892,1,2882
393,3,6171
485,3,6169
469,3,6502
369,3,6912
607,3,6177
2889,2,542
2984,2,413
2602,1,2709
1666,1,2942
6401,4,6016
6787,4,6107
2804,2,556
261,3,6468
830,1,3055
565,3,6466
2579,0,5573
203,3,6505
207,3,6838
217,3,6380
530,3,6439
2579,0,4395
3087,2,595
6631,4,84
159,3,6578
185,3,6509
915,0,7031
1089,0,7227
6173,4,6016
6551,4,3228
1036,1,2809
486,3,6800
119,3,6766
486,3,6597
981,0,3264
249,3,6482
110,3,6767
2848,2,311
616,3,6358
2579,0,5693
1712,1,3055
833,1,3112
1073,1,2914
410,3,6793
1231,1,2856
1988,1,3083
2644,0,3440
1545,0,3200
561,3,6970
801,1,3064
474,3,6627
250,3,6487
148,3,6222
2867,2,429
459,3,6203
1338,0,6076
226,3,6764
2680,1,2856
2579,0,4037
166,3,6702
2774,2,178
1667,0,6072
2531,1,3064
2579,0,5314
2579,0,4895
593,3,6238
365,3,6912
505,3,6294
1338,1,3046
815,1,3046
2910,2,544
6351,4,5905
479,3,6595
166,3,6958
178,3,6744
1987,1,2735
1230,0,78
2274,1,2735
2522,1,2882
650,3,6429
610,3,6968
2579,0,4945
3049,2,636
1092,1,3101
2684,1,2915
6291,4,71
1399,1,2880
183,3,6612
272,3,6377
2401,0,7478
1107,0,7240
1425,1,2880
745,0,3333
110,3,6380
1097,1,2699
1177,1,2704
2237,1,2880
1002,0,6096
641,3,6518
2579,0,4053
490,3,6660
2540,1,2847
486,3,6571
1035,0,5899
2579,0,5131
490,3,6477
6938,4,7109
1205,1,3038
1335,0,7174
6900,4,5905
277,3,6578
2579,0,4368
339,3,6287
2223,1,3105
1947,0,39
335,3,6526
2579,0,4943
6726,4,47
104,3,6292
118,3,6669
2579,0,5778
2579,0,5544
200,3,6710
2158,0,7262
6276,4,6087
586,3,6184
2567,1,2842
1834,0,5968
588,3,6525
261,3,6677
6819,4,6030
132,3,6482
2579,0,3592
3095,2,642
207,3,6464
489,3,6410
1498,1,3092
655,3,6617
442,3,6944
2994,2,307
588,3,6697
2021,1,2847
2285,0,3353
6250,4,54
3038,2,580
1323,0,7479
2873,2,512
6876,4,6030
355,3,6521
2579,0,4595
340,3,6764
594,3,6926
334,3,6958
180,3,6554
2896,2,535
417,3,6780
2579,0,5658
2579,0,5722
711,0,3343
616,3,6760
133,3,6649
2579,0,5406
226,3,6577
536,3,6194
178,3,6389
991,0,3264
2579,0,3860
2579,0,5754
1650,1,2978
451,3,6913
493,3,6706
3081,2,583
2579,0,5198
6239,4,3228
1894,0,5973
1689,1,3064
2896,2,493
2579,0,5337
1223,0,6076
6694,4,6139
738,0,7152
1642,1,3087
204,3,6303
2579,0,4807
6556,4,6037
443,3,6587
181,3,6482
2758,2,550
2579,0,3739
2591,1,2932
573,3,6197
627,3,6485
2579,0,5067
203,3,6869
516,3,6966
399,3,6794
2140,0,7391
2678,0,7462
2579,0,3950
1320,1,3087
6172,4,7109
6918,4,7108
2579,0,4944
391,3,6502
1575,0,7069
1923,0,5987
494,3,6528
2579,0,4434
6679,4,22
2579,0,5111
2579,0,5552
306,3,6713
6606,4,54
1145,0,5904
1860,0,5946
647,3,6914
131,3,6365
2579,0,4966
580,3,6677
2384,1,3056
2869,2,450
1206,1,2964
2645,0,6104
1437,1,2979
1939,0,7218
248,3,6945
578,3,6409
183,3,6215
2848,2,313
149,3,6243
1773,0,6004
2225,0,7364
514,3,6264
2579,0,5484
991,1,3062
2919,2,140
2579,0,3492
132,3,6285
2206,0,6142
1232,0,6010
2538,0,3124
120,3,6380
2449,1,3105
443,3,6693
616,3,6718
2977,2,615
2579,0,3959
6663,4,7108
494,3,6701
3109,2,330
1607,1,2959
1184,1,3064
151,3,6576
505,3,6436
191,3,6340
1755,0,5940
337,3,6490
696,0,3380
6827,4,6030
2579,0,4088
2848,2,113
248,3,6286
2453,1,3100
564,3,6422
6274,4,3363
2981,2,622
2059,0,7241
104,3,6457
2579,0,4913
868,0,7059
106,3,6826
390,3,6228
3060,2,148
573,3,6271
2579,0,3720
358,3,6853
2579,0,4402
110,3,6578
264,3,6380
503,3,6290
468,3,6552
6763,4,71
2709,2,638
6769,4,6090
568,3,6783
3038,2,123
2829,2,569
2579,0,5012
279,3,6434
2221,0,7364
425,3,6589
2776,2,394
2579,0,4764
1655,0,7395
108,3,6485
2579,0,5795
2579,0,3683
935,0,6108
6856,4,6030
6536,4,3228
1176,0,5902
626,3,6940
2579,0,4203
2579,0,5119
593,3,6558
1227,0,6076
296,3,6506
481,3,6709
6312,4,6037
523,3,6170
2848,2,301
1505,0,33
6676,4,22
6531,4,71
248,3,6504
2579,0,4158
6269,4,3244
416,3,6570
523,3,6702
615,3,6613
1163,1,3038
1261,0,7497
1217,1,2967
334,3,6737
2275,0,6073
2579,0,5479
1314,0,7145
2579,0,4221
2579,0,4226
424,3,6240
1835,0,5968
503,3,6627
6958,4,6087
1988,0,7280
272,3,6235
1868,0,5967
2812,2,329
2422,0,3382
6870,4,54
1660,1,2951
336,3,6595
1052,1,2915
356,3,6533
513,3,6530
6915,4,3362
6892,4,7109
2579,0,5849
2780,2,611
226,3,6301
581,3,6812
2579,0,5250
6969,4,6037
6477,4,7106
504,3,6283
1512,1,2979
443,3,6749
2579,0,4026
606,3,6812
2579,0,4175
2890,2,650
471,3,6559
259,3,6338
426,3,6594
125,3,6434
978,0,3264
410,3,6949
2579,0,4015
1100,1,3076
6281,4,7108
507,3,6620
2651,0,3305
6627,4,6037
2353,0,3327
2133,0,7216
442,3,6439
640,3,6532
2579,0,5645
6177,4,6016
2022,0,7327
597,3,6435
1315,0,7119
1024,0,6076
2223,0,7364
2579,0,5499
2579,0,5842
1203,1,2951
2702,2,595
278,3,6825
2579,0,3931
1273,0,3206
2579,0,4212
584,3,6597
616,3,6459
2579,0,5609
2579,0,4836
1941,1,2836
203,3,6464
185,3,6612
493,3,6803
117,3,6840
1935,1,2880
204,3,6213
417,3,6242
1464,1,2880
382,3,6808
685,0,7263
2903,2,332
3089,2,198
156,3,6616
388,3,6416
568,3,6530
714,0,6995
159,3,6767
6784,4,3244
2874,2,330
1724,1,3064
340,3,6434
139,3,6716
1615,0,3215
2431,0,3125
1518,0,7217
2579,0,4138
1159,0,5904
3081,2,574
170,3,6764
148,3,6929
6602,4,6037
1721,0,3176
2333,1,2838
618,3,6922
510,3,6859
249,3,6557
2984,2,584
2579,0,4554
3069,2,256
2381,1,3056
595,3,6520
556,3,6286
1419,1,2894
2579,0,5752
472,3,6511
2579,0,4046
6203,4,5918
134,3,6482
746,1,2927
2579,0,4014
2579,0,3496
2375,1,2848
2579,0,4875
443,3,6793
1032,1,3087
6510,4,6090
170,3,6380
2579,0,4628
2673,0,7097
1683,1,3024
1905,0,5996
593,3,6946
267,3,6767
2088,1,3056
970,0,3264
2697,2,570
2579,0,5765
2579,0,4301
483,3,6363
494,3,6737
2579,0,3719
941,1,2957
153,3,6481
581,3,6909
1237,1,2848
6681,4,3223
6681,4,6087
730,0,6135
1279,1,3060
1273,1,3055
143,3,6760
2904,2,580
189,3,6954
6768,4,6090
598,3,6970
2579,0,5682
2514,1,3056
159,3,6675
320,3,6377
629,3,6432
2579,0,4718
278,3,6201
584,3,6850
378,3,6508
528,3,6285
2579,0,4527
1104,1,3011
831,0,7286
2464,1,2838
335,3,6578
641,3,6771
2917,2,211
2579,0,5032
333,3,6257
2579,0,3704
2579,0,5723
2579,0,4992
343,3,6861
479,3,6919
342,3,6368
6287,4,71
235,3,6964
353,3,6853
1020,1,2951
548,3,6689
105,3,6417
634,3,6739
1532,1,3011
131,3,6439
401,3,6235
477,3,6842
6632,4,6139
1261,1,3003
409,3,6177
2579,0,3568
2579,0,4583
377,3,6502
1478,0,7364
2579,0,5401
1733,1,3000
650,3,6340
2579,0,5807
622,3,6653
320,3,6367
199,3,6380
340,3,6195
2202,0,6153
338,3,6952
2847,2,232
222,3,6268
516,3,6502
616,3,6963
2579,0,4989
1169,0,5904
629,3,6695
1159,0,5902
2859,2,136
374,3,6565
622,3,6428
409,3,6597
6542,4,3183
2849,2,542
740,1,3092
673,0,7224
482,3,6918
6344,4,22
258,3,6893
2579,0,5603
472,3,6766
775,0,36
243,3,6649
370,3,6912
2030,0,7282
722,0,3336
465,3,6727
321,3,6641
485,3,6729
2025,1,2942
1214,0,3265
457,3,6399
570,3,6294
2579,0,5403
418,3,6508
2230,1,2942
616,3,6180
6790,4,47
2005,1,2880
2579,0,5348
2579,0,5301
2579,0,4286
2579,0,4309
443,3,6257
2579,0,5049
1638,0,3274
6176,4,6037
2579,0,5563
496,3,6273
2579,0,5464
2369,1,2856
2916,2,337
1567,1,3092
340,3,6356
2405,0,7454
1484,1,2709
493,3,6811
2851,2,328
2579,0,5278
645,3,6374
336,3,6445
152,3,6438
222,3,6341
640,3,6814
2031,1,3064
2910,2,414
6904,4,6139
1747,0,73
2579,0,4684
2579,0,5739
1232,1,2847
416,3,6356
489,3,6231
516,3,6940
502,3,6730
527,3,6581
6507,4,7109
2579,0,4842
267,3,6745
334,3,6971
2579,0,4292
272,3,6786
2157,1,2848
2133,1,2956
289,3,6851
6555,4,6037
933,1,3087
2326,0,5937
529,3,6208
108,3,6484
3049,2,638
1321,0,3197
807,1,3000
2237,0,7364
599,3,6215
494,3,6698
254,3,6747
237,3,6585
2849,2,549
2579,0,5069
2579,0,4273
585,3,6404
947,0,7389
879,0,7015
1987,1,2979
555,3,6552
6719,4,5917
172,3,6554
2579,0,3644
1726,0,7293
1227,0,6073
6352,4,7109
2189,1,2956
2838,2,631
1189,1,2951
2579,0,3741
607,3,6419
2579,0,4865
2898,2,339
6187,4,5941
501,3,6682
495,3,6957
2579,0,3412
164,3,6964
6490,4,3244
1440,1,2894
2579,0,4991
404,3,6691
2014,1,3106
1270,1,2709
1648,1,3087
2579,0,4618
355,3,6860
2884,2,415
108,3,6311
146,3,6570
226,3,6702
345,3,6181
2579,0,4712
163,3,6434
907,0,7067
1335,1,2959
2848,2,315
567,3,6579
2579,0,5237
2579,0,4238
507,3,6367
634,3,6780
2495,0,6078
2983,2,157
2579,0,4241
513,3,6534
149,3,6321
2976,2,117
540,3,6608
476,3,6468
1082,1,2876
2032,1,2832
6916,4,3183
2884,2,523
175,3,6441
2579,0,5583
1829,0,5952
2917,2,335
2579,0,4805
1063,0,3266
2579,0,5599
217,3,6675
131,3,6956
375,3,6767
98,3,6680
133,3,6292
437,3,6302
2579,0,5846
1260,1,2847
2579,0,5384
2579,0,4379
790,0,6098
6648,4,7107
486,3,6593
1838,0,5955
528,3,6944
483,3,6609
467,3,6611
348,3,6894
2579,0,3476
226,3,6747
6906,4,6037
1889,1,2880
2304,1,2955
919,0,7032
1622,1,2979
1558,0,6122
508,3,6382
2579,0,4620
6893,4,6037
417,3,6588
6840,4,6030
2831,2,569
107,3,6944
1581,1,2847
2579,0,4530
586,3,6700
1345,1,2871
2910,2,538
388,3,6709
2579,0,5286
119,3,6577
6501,4,5905
1569,0,3164
3076,2,254
616,3,6177
887,1,3112
3015,2,199
641,3,6952
2917,2,338
2579,0,4504
6680,4,6139
2288,1,2767
2047,0,7355
133,3,6554
832,0,7009
1671,0,3270
1551,0,3207
6918,4,3362
655,3,6740
251,3,6944
437,3,6182
6922,4,7108
1716,1,2709
707,0,7163
6898,4,5905
2579,0,4652
2115,1,2849
1491,1,2942
588,3,6718
6425,4,3228
2256,1,2849
938,0,6020
2579,0,5537
235,3,6263
2174,0,7129
2579,0,4061
1224,1,2880
6510,4,3228
1921,1,2873
2579,0,5042
303,3,6641
241,3,6482
593,3,6673
2579,0,3537
1253,1,2871
2697,2,104
2969,2,579
2573,0,7352
6384,4,7108
1504,0,3311
132,3,6453
1890,0,6001
1255,1,2871
2579,0,3934
164,3,6572
620,3,6285
2891,2,126
1006,0,7333
382,3,6228
1824,1,3064
453,3,6611
2579,0,5704
546,3,6243
578,3,6297
2175,0,3368
335,3,6380
2395,1,2856
2392,1,3044
437,3,6416
155,3,6271
182,3,6743
1903,1,2873
394,3,6291
2794,2,94
6353,4,6016
6812,4,6030
424,3,6956
192,3,6206
503,3,6572
6679,4,6037
2579,0,5756
2579,0,4018
215,3,6490
390,3,6511
2270,1,3087
2847,2,637
6304,4,3145
1244,0,6071
2506,0,3124
6927,4,3183
2579,0,4202
338,3,6510
924,1,3112
2579,0,5430
2579,0,4887
112,3,6405
1912,1,2894
416,3,6952
611,3,6497
2144,1,3087
2579,0,5011
2579,0,4539
2139,0,7431
1720,0,3176
1276,1,3067
1903,1,2894
505,3,6632
2579,0,3572
2562,0,7334
2579,0,3673
2847,2,221
1110,0,7269
242,3,6935
6679,4,7108
418,3,6844
2579,0,3698
1125,1,2871
1259,0,3237
518,3,6443
422,3,6593
2847,2,630
6344,4,7109
2497,0,6078
2161,1,2882
1346,1,2856
1158,0,5902
2116,1,2871
2597,1,2847
3106,2,528
264,3,6578
469,3,6510
2848,2,582
1990,1,2702
1229,1,3100
2579,0,5019
6370,4,5917
3019,2,584
6771,4,54
155,3,6265
2579,0,4735
594,3,6822
2989,2,654
3076,2,252
2579,0,3509
1318,1,3092
2579,0,3693
2143,1,2856
495,3,6745
1859,0,5947
2579,0,4877
2195,0,7216
474,3,6755
181,3,6944
657,3,6492
216,3,6338
6795,4,3228
297,3,6878
2579,0,4517
2496,0,6076
1750,1,2882
1023,1,2735
740,0,7150
155,3,6199
410,3,6287
2579,0,5696
2579,0,3900
2689,0,3252
2262,1,3064
1729,1,2842
2579,0,5000
1105,0,6105
1122,0,7295
2579,0,4401
510,3,6551
1195,0,3265
2579,0,4080
1414,0,5999
633,3,6357
815,0,7286
6410,4,3223
2671,1,2942
2917,2,158
1395,1,2871
2579,0,3754
139,3,6717
255,3,6286
352,3,6403
3045,2,279
528,3,6292
2298,0,6075
2052,1,3087
132,3,6935
1916,1,2880
6173,4,3223
1239,1,3000
2579,0,4342
600,3,6533
2579,0,5830
1827,0,5958
784,1,2959
296,3,6747
1806,0,5992
470,3,6334
2579,0,3518
340,3,6953
2579,0,4645
2579,0,4422
419,3,6289
2869,2,484
2167,0,661
581,3,6601
212,3,6495
2978,2,618
2147,0,7430
392,3,6866
1362,0,6051
371,3,6911
2753,2,611
2503,0,3124
2579,0,4851
2579,0,5089
2662,0,3116
2579,0,5703
2579,0,4458
568,3,6357
2579,0,3879
107,3,6482
2579,0,4956
6626,4,6037
1043,1,3064
251,3,6482
2579,0,3461
340,3,6734
2677,0,7462
335,3,6378
2853,2,513
842,1,3100
1734,0,44
6853,4,6030
1877,1,2894
1976,0,5909
241,3,6243
1675,0,3254
2496,1,2735
2128,0,6972
6269,4,3163
298,3,6333
2579,0,3751
2512,1,2871
2347,0,3136
2274,0,6076
217,3,6766
249,3,6745
215,3,6195
1497,1,3092
6698,4,6037
2579,0,3986
1553,1,2979
6592,4,3244
2579,0,4431
230,3,6292
454,3,6866
340,3,6598
2579,0,3770
2129,1,2856
289,3,6923
580,3,6195
2899,2,332
6886,4,6030
6893,4,3244
505,3,6761
2552,0,7250
516,3,6258
184,3,6476
618,3,6809
2153,0,7338
444,3,6760
6614,4,6037
120,3,6576
2526,1,2847
494,3,6599
155,3,6903
650,3,6656
2579,0,5121
2579,0,3907
2873,2,118
1579,1,2959
1274,1,3055
1343,1,2884
783,0,3299
611,3,6859
306,3,6258
1810,1,2880
6868,4,6030
1727,1,2942
2019,1,2919
120,3,6356
2579,0,4535
535,3,6701
2663,1,2887
2529,0,3124
6725,4,3156
6171,4,6038
2579,0,3858
401,3,6210
422,3,6592
6572,4,7108
2406,1,2963
2064,1,2871
495,3,6258
1408,0,5943
6696,4,6089
1766,1,2880
204,3,6853
640,3,6601
647,3,6284
97,3,6284
2579,0,5779
1021,0,7496
481,3,6601
519,3,6944
6405,4,7109
6720,4,3156
2432,1,3105
1405,1,2882
2412,1,2814
2579,0,3521
2579,0,5081
264,3,6576
6199,4,3223
6276,4,5941
2579,0,4879
649,3,6289
2801,2,174
2579,0,4121
2579,0,5327
287,3,6193
2806,2,556
337,3,6616
2579,0,4867
1979,0,5909
1798,0,5990
573,3,6627
2579,0,4519
669,1,3092
6400,4,21
2579,0,3410
2579,0,4794
1710,0,7356
2654,0,3306
455,3,6330
6841,4,6030
1524,0,0
2579,0,4843
6705,4,54
2848,2,292
889,0,3192
2579,0,3659
655,3,6434
1510,0,88
481,3,6652
1689,0,49
1061,0,3266
1036,0,5901
485,3,6584
6175,4,6037
258,3,6490
6645,4,5941
523,3,6381
287,3,6922
6201,4,3362
2579,0,3951
514,3,6610
2579,0,3538
161,3,6621
2511,1,2848
2579,0,3547
2247,0,7364
2579,0,4728
471,3,6796
2245,1,3088
1279,0,7248
6495,4,7106
1597,0,3275
1626,0,7086
382,3,6511
335,3,6648
2579,0,4696
625,3,6261
207,3,6696
3076,2,253
1744,1,2887
2854,2,216
443,3,6581
2464,1,3060
111,3,6429
6790,4,71
2579,0,5664
409,3,6182
2579,0,4678
222,3,6675
1336,1,3105
6789,4,6107
491,3,6264
725,1,3092
2579,0,5273
215,3,6594
503,3,6180
1139,1,2704
380,3,6464
567,3,6868
2579,0,5346
1921,1,2894
2579,0,4482
6511,4,3364
409,3,6745
212,3,6261
489,3,6196
355,3,6358
368,3,6911
2269,1,3092
441,3,6401
6268,4,5917
6352,4,6016
615,3,6610
626,3,6192
133,3,6483
2579,0,5182
382,3,6641
1598,0,3400
404,3,6503
1532,0,3227
1267,1,2871
647,3,6457
2226,1,2880
6323,4,7083
2579,0,3816
204,3,6655
1190,1,2951
371,3,6912
2579,0,3578
1927,0,5969
634,3,6963
530,3,6286
2579,0,5819
1089,1,3100
451,3,6717
863,0,3221
410,3,6417
1244,0,6074
2579,0,5886
3069,2,96
478,3,6874
1045,0,3238
1313,0,7078
413,3,6760
1924,0,5987
1976,1,3073
6502,4,3362
640,3,6926
583,3,6904
6601,4,54
133,3,6944
399,3,6207
2829,2,629
2579,0,5584
641,3,6571
6658,4,3228
963,1,2951
657,3,6772
2579,0,5139
2579,0,4271
6954,4,54
3102,2,439
2457,0,6080
2579,0,5296
1148,0,5904
675,0,7332
6521,4,5905
1635,1,3087
2579,0,4349
2579,0,4939
453,3,6496
2579,0,4296
2579,0,5050
6699,4,6016
139,3,6471
6676,4,7108
6402,4,5905
395,3,6291
2579,0,5357
2579,0,4157
116,3,6432
585,3,6681
6294,4,71
788,1,3065
2579,0,5745
1910,1,2880
2579,0,4581
489,3,6683
183,3,6525
1414,1,2873
105,3,6475
259,3,6384
6667,4,7108
2579,0,4653
272,3,6380
483,3,6947
2579,0,4987
3022,2,211
353,3,6213
6899,4,3156
417,3,6234
2350,0,32
479,3,6900
2789,2,94
614,3,6598
112,3,6456
1432,1,2880
981,1,2951
483,3,6346
2579,0,4109
2811,2,556
6408,4,3223
1628,0,6115
437,3,6358
164,3,6745
2506,1,2847
1673,1,2883
1629,1,3064
1663,0,7471
2579,0,5648
243,3,6483
2971,2,336
1548,0,6992
97,3,6821
1024,0,6073
270,3,6665
1074,1,2904
374,3,6209
556,3,6935
215,3,6185
251,3,6935
444,3,6718
2579,0,5340
605,3,6286
6310,4,3228
291,3,6533
1153,1,2704
3096,2,189
556,3,6385
1125,1,2873
2579,0,5631
410,3,6872
2579,0,5092
2579,0,4806
308,3,6496
2997,2,129
451,3,6747
6663,4,6087
2579,0,5075
1938,1,2916
641,3,6570
802,1,2942
486,3,6961
647,3,6439
6390,4,6090
152,3,6942
352,3,6172
1075,0,6979
2579,0,5103
483,3,6238
139,3,6175
2579,0,3508
455,3,6783
2579,0,5179
502,3,6752
1820,1,2873
2464,0,7453
755,1,2957
1139,0,5904
417,3,6390
339,3,6581
650,3,6970
6550,4,3228
2783,2,96
6476,4,54
255,3,6689
6296,4,71
2296,0,6074
6181,4,7108
1583,1,2880
980,1,2847
216,3,6595
291,3,6358
559,3,6416
567,3,6203
592,3,6701
2579,0,4969
120,3,6766
2579,0,4567
2625,1,3062
469,3,6511
2928,2,531
1086,1,2956
1662,0,7219
108,3,6584
1209,0,3265
1053,1,3100
1945,0,39
212,3,6549
2454,0,7238
419,3,6346
2133,1,3064
478,3,6870
383,3,6399
499,3,6503
2317,1,3088
2579,0,4961
2561,0,7334
2953,2,488
971,1,3087
437,3,6809
989,0,3264
523,3,6701
489,3,6816
399,3,6825
2388,0,7211
2137,0,7391
2579,0,4180
358,3,6521
593,3,6519
1256,1,2871
2277,0,6076
558,3,6743
1302,1,3064
110,3,6434
887,0,7026
2579,0,5029
2923,2,108
175,3,6805
295,3,6367
399,3,6263
2579,0,5684
1173,0,5904
891,0,7080
2579,0,5191
2297,0,6074
2579,0,5367
1231,0,78
321,3,6231
1552,1,2979
528,3,6482
2579,0,4795
6708,4,6037
1220,0,6075
2579,0,3686
2579,0,4828
878,0,7037
1886,1,2894
2881,2,94
1395,0,6017
3077,2,244
2579,0,3543
278,3,6169
625,3,6639
2579,0,4182
2324,1,2871
1495,1,3064
